image_id,filename,prediction,confidence,infection_percentage,severity_score,severity_label
img_a9f57e6352,Healthy(13).jpg,Diseased,0.7591,40.1061,40.1061,Moderate
img_b1280edbcf,Healthy(130).jpg,Diseased,0.7505,41.42,41.42,Moderate
img_6a3a13e65a,Healthy(131).jpg,Diseased,0.7491,39.0183,39.0183,Moderate
img_b1d6719993,Healthy(132).jpg,Diseased,0.7403,38.2581,38.2581,Moderate
img_4ff9a8c328,Healthy(133).jpg,Diseased,0.756,41.8038,41.8038,Moderate
img_09d50a8e6c,Healthy(134).jpg,Diseased,0.7549,41.809,41.809,Moderate
img_d1ae0166c3,Healthy(135).jpg,Diseased,0.75,39.4623,39.4623,Moderate
img_2394a2c5dc,Healthy(136).jpg,Diseased,0.7486,39.7216,39.7216,Moderate
img_5f464d04a3,Healthy(137).jpg,Diseased,0.753,39.1949,39.1949,Moderate
img_8f000c7eb5,Healthy(138).jpg,Diseased,0.7441,39.4592,39.4592,Moderate
img_71438a6615,Healthy(139).jpg,Diseased,0.7491,38.9055,38.9055,Moderate
img_0003026df7,Healthy(14).jpg,Diseased,0.7587,40.0393,40.0393,Moderate
img_703da85c11,Healthy(140).jpg,Diseased,0.7457,37.851,37.851,Moderate
img_1e9ecf62de,Healthy(141).jpg,Diseased,0.7456,38.4091,38.4091,Moderate
img_cca2914596,Healthy(142).jpg,Diseased,0.7439,38.6501,38.6501,Moderate
img_9b6dba24d2,Healthy(143).jpg,Diseased,0.7488,39.297,39.297,Moderate
img_6853b657cf,Healthy(144).jpg,Diseased,0.7456,38.3813,38.3813,Moderate
img_a1ff303268,Healthy(145).jpg,Diseased,0.7426,39.4769,39.4769,Moderate
img_2925df431a,Healthy(146).jpg,Diseased,0.754,40.5331,40.5331,Moderate
img_fe9343aee7,Healthy(147).jpg,Diseased,0.7435,38.2387,38.2387,Moderate
img_5d452442c1,Healthy(148).jpg,Diseased,0.7509,40.3591,40.3591,Moderate
img_ea36d057d1,Healthy(149).jpg,Diseased,0.7567,38.4137,38.4137,Moderate
img_800e4e04d0,Healthy(15).jpg,Diseased,0.7568,39.7859,39.7859,Moderate
img_dac3f1d4d8,Healthy(150).jpg,Diseased,0.7583,40.0317,40.0317,Moderate
img_caddac43a9,Healthy(151).jpg,Diseased,0.7597,39.1433,39.1433,Moderate
img_cd0c9fc55c,Healthy(152).jpg,Diseased,0.7535,39.2086,39.2086,Moderate
img_63ac8bcda1,Healthy(153).jpg,Diseased,0.7593,40.0275,40.0275,Moderate
img_2bda36df01,Healthy(154).jpg,Diseased,0.7565,39.4666,39.4666,Moderate
img_6f5151f793,Healthy(155).jpg,Diseased,0.7562,38.8693,38.8693,Moderate
img_1a4cb15500,Healthy(156).jpg,Diseased,0.7487,35.5916,35.5916,Moderate
img_f9cdf8c524,Healthy(157).jpg,Diseased,0.7614,40.1608,40.1608,Moderate
img_3def7555c3,Healthy(158).jpg,Diseased,0.7571,38.8795,38.8795,Moderate
img_80d332a19a,Healthy(159).jpg,Diseased,0.7524,37.258,37.258,Moderate
img_4297d3f369,Healthy(16).jpg,Diseased,0.7647,41.8092,41.8092,Moderate
img_7e31e00661,Healthy(160).jpg,Diseased,0.7516,36.7148,36.7148,Moderate
img_40fd5ce49e,Healthy(161).jpg,Diseased,0.7608,41.2572,41.2572,Moderate
img_0524fcfe78,Healthy(162).jpg,Diseased,0.7602,41.0331,41.0331,Moderate
img_be3b7c59fe,Healthy(163).jpg,Diseased,0.7585,39.1343,39.1343,Moderate
img_7e90f3f1b3,Healthy(164).jpg,Diseased,0.7586,40.4397,40.4397,Moderate
img_c90a83e84c,Healthy(165).jpg,Diseased,0.7563,40.1823,40.1823,Moderate
img_270f5aa177,Healthy(166).jpg,Diseased,0.7611,41.3786,41.3786,Moderate
img_75db90c806,Healthy(167).jpg,Diseased,0.7625,41.4923,41.4923,Moderate
img_860aa8ed69,Healthy(168).jpg,Diseased,0.7592,39.6735,39.6735,Moderate
img_fd750a34d0,Healthy(169).jpg,Diseased,0.7612,41.5263,41.5263,Moderate
img_86b65dc1ad,Healthy(17).jpg,Diseased,0.7549,38.1318,38.1318,Moderate
img_2cbd768d50,Healthy(170).jpg,Diseased,0.752,39.0102,39.0102,Moderate
img_07200f1221,Healthy(171).jpg,Diseased,0.7468,37.3257,37.3257,Moderate
img_0fc5a2709c,Healthy(172).jpg,Diseased,0.7502,37.7677,37.7677,Moderate
img_fb6015098f,Healthy(173).jpg,Diseased,0.7527,38.5792,38.5792,Moderate
img_4826d0bc0f,Healthy(174).jpg,Diseased,0.7489,38.0599,38.0599,Moderate
img_2c93f0236e,Healthy(175).jpg,Diseased,0.7496,38.0781,38.0781,Moderate
img_4140bda52d,Healthy(176).jpg,Diseased,0.7446,37.1497,37.1497,Moderate
img_62974b2d2c,Healthy(177).jpg,Diseased,0.7471,37.9881,37.9881,Moderate
img_0f0157c38f,Healthy(178).jpg,Diseased,0.7574,39.7244,39.7244,Moderate
img_d66229cc57,Healthy(179).jpg,Diseased,0.7433,38.3011,38.3011,Moderate
img_123e055cc6,Healthy(18).jpg,Diseased,0.7638,40.9283,40.9283,Moderate
img_07a2a0a3ca,Healthy(180).jpg,Diseased,0.7555,39.0929,39.0929,Moderate
img_97219a6fae,Healthy(181).jpg,Diseased,0.7488,39.5413,39.5413,Moderate
img_00071daadf,Healthy(182).jpg,Diseased,0.7505,38.8926,38.8926,Moderate
img_9d79d771d5,Healthy(183).jpg,Diseased,0.7609,39.8612,39.8612,Moderate
img_51a410b8a8,Healthy(184).jpg,Diseased,0.7576,39.2705,39.2705,Moderate
img_135d86ad8a,Healthy(185).jpg,Diseased,0.7579,41.644,41.644,Moderate
img_b31937dfc1,Healthy(186).jpg,Diseased,0.7587,40.4565,40.4565,Moderate
img_c61d732167,Healthy(187).jpg,Diseased,0.7541,38.5057,38.5057,Moderate
img_b1eb421a8b,Healthy(188).jpg,Diseased,0.7594,40.6626,40.6626,Moderate
img_dae599d992,Healthy(189).jpg,Diseased,0.7536,40.1839,40.1839,Moderate
img_3bc3fbd40f,Healthy(19).jpg,Diseased,0.7645,41.061,41.061,Moderate
img_ce1b1d62dc,Healthy(190).jpg,Diseased,0.7499,41.7689,41.7689,Moderate
img_715f3bbcad,Healthy(191).jpg,Diseased,0.7563,38.9814,38.9814,Moderate
img_a11dce5de0,Healthy(192).jpg,Diseased,0.7513,38.8815,38.8815,Moderate
img_9943fbc6c5,Healthy(193).jpg,Diseased,0.751,38.8405,38.8405,Moderate
img_8ea94c874e,Healthy(194).jpg,Diseased,0.7527,40.3022,40.3022,Moderate
img_08ebb68b17,Healthy(195).jpg,Diseased,0.7588,39.2014,39.2014,Moderate
img_b3125741d7,Healthy(196).jpg,Diseased,0.7608,39.861,39.861,Moderate
img_b883172f43,Healthy(197).jpg,Diseased,0.7568,39.6213,39.6213,Moderate
img_e94c21752a,Healthy(198).jpg,Diseased,0.7588,39.2549,39.2549,Moderate
img_a186312a7a,Healthy(199).jpg,Diseased,0.7538,38.9807,38.9807,Moderate
img_ca9b11d1b3,Healthy(2).jpg,Diseased,0.7671,43.164,43.164,Moderate
img_b720bd6995,Healthy(20).jpg,Diseased,0.7604,39.6433,39.6433,Moderate
img_2e66ac5f48,Healthy(200).jpg,Diseased,0.7541,37.0139,37.0139,Moderate
img_33811d4ca3,Healthy(201).jpg,Diseased,0.7611,39.6799,39.6799,Moderate
img_ade6804958,Healthy(202).jpg,Diseased,0.7615,40.2883,40.2883,Moderate
img_adaee11bd9,Healthy(203).jpg,Diseased,0.7618,39.721,39.721,Moderate
img_e719aac427,Healthy(204).jpg,Diseased,0.7589,38.5935,38.5935,Moderate
img_53bfc6d629,Healthy(205).jpg,Diseased,0.7532,39.469,39.469,Moderate
img_4949e1dc8e,Healthy(206).jpg,Diseased,0.7563,41.1711,41.1711,Moderate
img_bde77de094,Healthy(207).jpg,Diseased,0.7549,37.3374,37.3374,Moderate
img_322a6784c9,Healthy(208).jpg,Diseased,0.7501,38.4329,38.4329,Moderate
img_e35882c789,Healthy(209).jpg,Diseased,0.749,40.7065,40.7065,Moderate
img_6670d27b94,Healthy(21).jpg,Diseased,0.7593,40.2862,40.2862,Moderate
img_df58877bce,Healthy(210).jpg,Diseased,0.7555,40.6479,40.6479,Moderate
img_fac87e51b8,Healthy(211).jpg,Diseased,0.7519,40.5788,40.5788,Moderate
img_78f3f7549a,Healthy(212).jpg,Diseased,0.7541,38.842,38.842,Moderate
img_664941ce95,Healthy(213).jpg,Diseased,0.7673,42.7304,42.7304,Moderate
img_8df12daf99,Healthy(214).jpg,Diseased,0.7632,40.315,40.315,Moderate
img_096a5b30c8,Healthy(215).jpg,Diseased,0.7666,41.7797,41.7797,Moderate
img_118ca21008,Healthy(216).jpg,Diseased,0.7637,41.8879,41.8879,Moderate
img_2d99aa076a,Healthy(217).jpg,Diseased,0.7659,43.4555,43.4555,Moderate
img_511440333d,Healthy(218).jpg,Diseased,0.7569,44.2304,44.2304,Moderate
img_07a52af67f,Healthy(219).jpg,Diseased,0.7603,40.5954,40.5954,Moderate
img_d89106f19d,Healthy(22).jpg,Diseased,0.7622,40.6833,40.6833,Moderate
img_c51b78751d,Healthy(220).jpg,Diseased,0.7604,42.0828,42.0828,Moderate
img_ac6d0fc7d0,Healthy(221).jpg,Diseased,0.7473,39.4801,39.4801,Moderate
img_95544eed9b,Healthy(222).jpg,Diseased,0.7539,41.3063,41.3063,Moderate
img_221bb7b19a,Healthy(223).jpg,Diseased,0.7589,40.167,40.167,Moderate
img_450edc7e39,Healthy(224).jpg,Healthy,0.6025,36.0299,36.0299,Moderate
img_9b7353e480,Healthy(225).jpg,Diseased,0.7413,38.0217,38.0217,Moderate
img_1c88705fc5,Healthy(226).jpg,Diseased,0.7504,42.2007,42.2007,Moderate
img_beed824c71,Healthy(227).jpg,Healthy,0.6058,37.8598,37.8598,Moderate
img_630785cfbb,Healthy(228).jpg,Healthy,0.6056,39.1444,39.1444,Moderate
img_b4d32d04ed,Healthy(23).jpg,Diseased,0.7577,39.3524,39.3524,Moderate
img_6a0e1bdfce,Healthy(24).jpg,Diseased,0.7577,38.9297,38.9297,Moderate
img_d7f02861ba,Healthy(25).jpg,Diseased,0.7571,39.2365,39.2365,Moderate
img_926601eca7,Healthy(26).jpg,Diseased,0.7625,41.4897,41.4897,Moderate
img_d22fbcebdc,Healthy(27).jpg,Diseased,0.7567,39.7451,39.7451,Moderate
img_bca857e947,Healthy(28).jpg,Diseased,0.7591,39.3697,39.3697,Moderate
img_fdaa02074d,Healthy(29).jpg,Diseased,0.7519,38.1625,38.1625,Moderate
img_71c3f617d9,Healthy(3).jpg,Diseased,0.7606,39.3843,39.3843,Moderate
img_c114d16218,Healthy(30).jpg,Diseased,0.7637,40.9526,40.9526,Moderate
img_c6dae3d64c,Healthy(31).jpg,Diseased,0.7587,40.1828,40.1828,Moderate
img_29ec11e473,Healthy(32).jpg,Healthy,0.6028,36.2526,36.2526,Moderate
img_b3bcb87b99,Healthy(33).jpg,Healthy,0.6019,38.4812,38.4812,Moderate
img_593db18d07,Healthy(34).jpg,Diseased,0.7435,39.3221,39.3221,Moderate
img_b5ec84780d,Healthy(35).jpg,Diseased,0.76,39.9363,39.9363,Moderate
img_18b66b4d1f,Healthy(36).jpg,Diseased,0.7671,43.164,43.164,Moderate
img_b13c751179,Healthy(37).jpg,Diseased,0.7606,39.3843,39.3843,Moderate
img_ed351c9d9b,Healthy(38).jpg,Diseased,0.759,40.922,40.922,Moderate
img_79b9bcb2ea,Healthy(39).jpg,Diseased,0.7606,40.0876,40.0876,Moderate
img_97e6c1bc16,Healthy(4).jpg,Diseased,0.759,40.922,40.922,Moderate
img_3130d6a9fe,Healthy(40).jpg,Diseased,0.7612,39.466,39.466,Moderate
img_24dafb1c1d,Healthy(41).jpg,Diseased,0.7622,40.1227,40.1227,Moderate
img_ef5477ecdc,Healthy(42).jpg,Diseased,0.7603,39.2012,39.2012,Moderate
img_8466b21588,Healthy(43).jpg,Diseased,0.7542,39.6515,39.6515,Moderate
img_cb3419da66,Healthy(44).jpg,Diseased,0.7584,39.925,39.925,Moderate
img_cfe3ba8800,Healthy(45).jpg,Diseased,0.756,38.5179,38.5179,Moderate
img_0bd0314fef,Healthy(46).jpg,Diseased,0.7575,39.2958,39.2958,Moderate
img_c27574ae90,Healthy(47).jpg,Diseased,0.7591,40.1061,40.1061,Moderate
img_49a2e845d8,Healthy(48).jpg,Diseased,0.7587,40.0393,40.0393,Moderate
img_dd5e2d512d,Healthy(49).jpg,Diseased,0.7568,39.7859,39.7859,Moderate
img_39f592c0e4,Healthy(5).jpg,Diseased,0.7606,40.0876,40.0876,Moderate
img_f360013430,Healthy(50).jpg,Diseased,0.7647,41.8092,41.8092,Moderate
img_5c340769ba,Healthy(51).jpg,Diseased,0.7549,38.1318,38.1318,Moderate
img_cc4a72db4e,Healthy(52).jpg,Diseased,0.7638,40.9283,40.9283,Moderate
img_d76eb37827,Healthy(53).jpg,Diseased,0.7645,41.061,41.061,Moderate
img_0682afc155,Healthy(54).jpg,Diseased,0.7604,39.6433,39.6433,Moderate
img_d4c5167ce0,Healthy(55).jpg,Diseased,0.7593,40.2862,40.2862,Moderate
img_f7fc7afe87,Healthy(56).jpg,Diseased,0.7622,40.6833,40.6833,Moderate
img_c72fa3e259,Healthy(57).jpg,Diseased,0.7577,39.3524,39.3524,Moderate
img_6162ae94c1,Healthy(58).jpg,Diseased,0.7577,38.9297,38.9297,Moderate
img_dfa96e9c13,Healthy(59).jpg,Diseased,0.7571,39.2365,39.2365,Moderate
img_a992f53908,Healthy(6).jpg,Diseased,0.7612,39.466,39.466,Moderate
img_3ada7dc474,Healthy(60).jpg,Diseased,0.7625,41.4897,41.4897,Moderate
img_66f27c185d,Healthy(61).jpg,Diseased,0.7567,39.7451,39.7451,Moderate
img_697564961d,Healthy(62).jpg,Diseased,0.7591,39.3697,39.3697,Moderate
img_ef11a44b6f,Healthy(63).jpg,Diseased,0.7519,38.1625,38.1625,Moderate
img_ecb12946a2,Healthy(64).jpg,Diseased,0.7637,40.9526,40.9526,Moderate
img_b2c4ea5e83,Healthy(65).jpg,Diseased,0.7587,40.1828,40.1828,Moderate
img_4651f89d14,Healthy(66).jpg,Diseased,0.7411,40.5227,40.5227,Moderate
img_c0f7f901fd,Healthy(67).jpg,Diseased,0.7486,40.1852,40.1852,Moderate
img_179b066866,Healthy(68).jpg,Healthy,0.6107,36.9489,36.9489,Moderate
img_ed090fddcf,Healthy(69).jpg,Diseased,0.7512,39.6067,39.6067,Moderate
img_6488f082b7,Healthy(7).jpg,Diseased,0.7622,40.1227,40.1227,Moderate
img_b6a506bf6e,Healthy(70).jpg,Diseased,0.7491,40.654,40.654,Moderate
img_4829316ee5,Healthy(71).jpg,Diseased,0.7508,38.9082,38.9082,Moderate
img_d1d740ca79,Healthy(72).jpg,Diseased,0.752,39.0104,39.0104,Moderate
img_21b24929ab,Healthy(73).jpg,Diseased,0.7566,40.2649,40.2649,Moderate
